"order_id","mainCommonName","scientific_name","otherCommonNames"
921,"Gorontalo Macaque","Macaca nigrescens","Dumoga-bone Macaque|Temminck's Macaque"
922,"Common Wallaroo","Osphranter robustus","Hill Kangaroo|Hill Wallaroo|Red Wallaroo|Roan Wallaroo|Eastern Wallaroo|Barrow Island Euro|Euro|Northern Wallaroo|Barrow Island Wallaroo|Woodward's Wallaroo"
923,"Common Minke Whale","Balaenoptera acutorostrata","Lesser Rorqual|Little Piked Whale|Sharp-headed Finner Whale|North Atlantic Minke Whale|North Pacific Minke Whale"
924,"Kowari","Dasyuroides byrnei","Brush-tailed Marsupial Rat|Bushy-tailed Marsupial Rat"
925,"Jonah's Mouse Lemur","Microcebus jonahi",NA
926,"Cyrenaica White-toothed Shrew","Crocidura aleksandrisi","Alexandrian Shrew|Cyrenaica Shrew|Lybian Shrew"
927,"Miss Waldron's Red Colobus","Piliocolobus waldroni","Miss Waldron's Bay Colobus"
928,"Small-toothed Mole","Euroscaptor parvidens",NA
929,"Iberian Shrew","Sorex granarius","Lagranja Shrew"
930,"Common Bottlenose Dolphin","Tursiops truncatus","Black Porpoise|Bottlenose Dolphin|Black Sea Bottlenose Dolphin"
931,"Desert Hare","Lepus tibetanus",NA
932,"Muskox","Ovibos moschatus",NA
933,"De Winton's Brown-toothed Shrew","Chodsigoa hypsibia","De Winton's Shrew"
934,"Neblina Uacari","Cacajao hosomi","Black Uacari | Black Uakari | Black-faced Uacari |Black-faced Uakari | Golden-backed Black Uacari | Golden-backed Uakari"
935,"Western Hoolock Gibbon","Hoolock hoolock","Hoolock Gibbon|Western White-browed Gibbon"
936,"Bourlon's Genet","Genetta bourloni",NA
937,"Russian Desman","Desmana moschata","Desman|Water Mole"
938,"Sitatunga","Tragelaphus spekii","East African Sitatunga|Marsh Buck|Lake Victoria Sitatunga|Nkosi Island Sitatunga|Western Sitatunga|Western Marsh Buck|Nile Sitatunga|Nile Marsh Buck|Zambezi Sitatunga|Selous's Sitatunga|Zambezi Marsh Buck"
939,"Southern Aardwolf","Proteles cristatus","Aardwolf"
940,"Himalayan Shrew","Soriculus nigrescens","Sikkim Large-clawed Shrew"
941,"Pink Fairy Armadillo","Chlamyphorus truncatus","Lesser Fairy Armadillo|Lesser Pichiciego"
942,"Northern Broad-footed Mole","Scapanus latimanus","Broad-footed Mole|Broad-handed Mole"
943,"Striped Skunk","Mephitis mephitis",NA
944,"Gray's Bald-faced Saki","Pithecia irrorata","Bald-faced Saki|Gray Monkey Saki|Gray Saki|Rio Tapajós Saki|Ryland's Bald-faced Saki|Mittermeier's Saki|Mittermeier's Tapajos Saki|Pissinatti's Bald-faced Saki"
945,"Afro-Australian Fur Seal","Arctocephalus pusillus","Brown Fur Seal|Cape Fur Seal|South African Fur Seal|Australian Fur Seal|Tasmanian Fur Seal|Victorian Fur Seal"
946,"Kabogo Mouse Shrew","Myosorex kabogoensis","Misotshi-Kabogo Myosorex"
947,"Andean Bear","Tremarctos ornatus","Spectacled Bear|Ucumari"
948,"Long-nosed Potoroo","Potorous tridactylus","Long-nosed Rat-kangaroo"
949,"Mareeba Rock Wallaby","Petrogale mareeba",NA
950,"Hairy-eared Dwarf Lemur","Allocebus trichotis","Hairy-eared Mouse Lemur"
951,"Pardine Genet","Genetta pardina","West African Large-spotted Genet"
952,"Eritrean Gazelle","Eudorcas tilonura","Heuglin's Gazelle"
953,"Eastern Long-beaked Echidna","Zaglossus bartoni","Barton's Long-beaked Echidna"
954,"Dwarf Gymnure","Hylomys parvus","Dwarf Moonrat"
955,"Visayan Warty Pig","Sus cebifrons",NA
956,"Scimitar-horned Oryx","Oryx dammah",NA
957,"White-nosed Coati","Nasua narica","Coatimundi"
958,"Northern Needle-clawed Galago","Euoticus pallidus","Northern Needle-clawed Bushbaby|Pallid Needle-clawed Galago|Bioko Needle-clawed Galago|Nigeria Needle-clawed Galago"
959,"Dwarf Shrew","Sorex nanus","Rocky Mountain Dwarf Shrew"
960,"Kulinas' Mustached Tamarin","Saguinus kulina","Kulinas' Tamarin"
961,"Allied Rock Wallaby","Petrogale assimilis",NA
962,"Domestic Ferret","Mustela furo","Ferret"
963,"Masked Ring-tailed Possum","Pseudochirulus larvatus","Masked Ringtail"
964,"Molina's Hog-nosed Skunk","Conepatus chinga","Humboldt's Hog-nosed Skunk"
965,"Ningbing Pseudantechinus","Pseudantechinus ningbing","Ningbing Antechinus|Ningbing False Antechinus"
966,"Bogota Tapeti","Sylvilagus apollinaris",NA
967,"New England Cottontail","Sylvilagus transitionalis","Wood Rabbit"
968,"Mexican Long-tailed Shrew","Sorex oreopolus","Volcano Shrew"
969,"Orange-sided Opossum","Monodelphis dimidiata","Eastern Short-tailed Opossum|Red-sided Short-tailed Opossum|Southern Short-tailed Opossum|Shrewish Short-tailed Opossum|Yellow-sided Opossum"
970,"Oaxacan Broad-clawed Shrew","Cryptotis peregrinus","Mexican Mountain Shrew"
971,"Kloss's Gibbon","Hylobates klossii","Dwarf Gibbon|Mentawai Gibbon"
972,"Ganges River Dolphin","Platanista gangetica","Blind River Dolphin|Indian River Dolphin|South Asian River Dolphin|Susu"
973,"Bailey's White-toothed Shrew","Crocidura baileyi","Bailey's Shrew|Simien Shrew"
974,"Steller's Sea Cow","Hydrodamalis gigas",NA
975,"Hatinh Langur","Trachypithecus hatinhensis","Indochinese Black Langur|Stripe-headed Black Langur"
976,"Beluga","Delphinapterus leucas","Sea Canary|White Whale"
977,"Japanese Hare","Lepus brachyurus",NA
978,"Sulawesi Warty Pig","Sus celebensis",NA
979,"Plains Zebra","Equus quagga","Common Zebra|Painted Quagga|Burchell's Zebra|Chapman's Zebra|Crawshay's Zebra|Damara Zebra|Grant's Zebra|Quagga|Zambezi Zebra"
980,"Makeda White-toothed Shrew","Crocidura makeda",NA
981,"Tavaratra Mouse Lemur","Microcebus tavaratra","Northern Brown Mouse Lemur|Northern Rufous Mouse Lemur"
982,"Parecis Titi","Plecturocebus parecis","Parecis Titi Monkey"
983,"Niobe's White-toothed Shrew","Crocidura niobe","Niobe's Shrew"
984,"Beira","Dorcatragus megalotis","Beira Antelope"
985,"Eurasian Wild Pig","Sus scrofa","Wild Boar|Indochinese Pig|Indonesian Banded Pig"
986,"Betsileo Woolly Lemur","Avahi betsileo",NA
987,"Nilgiri Highland Shrew","Suncus niger","South Indian Highland Shrew"
988,"Black-capped Squirrel Monkey","Saimiri boliviensis","Bolivian Squirrel Monkey|Peruvian Squirrel Monkey"
989,"Misotshi-Kabogo White-toothed Shrew","Crocidura lwiroensis","Kabogo Shrew"
990,"Red-necked Pademelon","Thylogale thetis","Pademelon Wallaby"
991,"Brush-tailed Bettong","Bettongia penicillata","Brush-tailed Rat-kangaroo|Woylie"
992,"Sri Lankan White-toothed Shrew","Crocidura miya","Sri Lankan Long-tailed Shrew"
993,"South-eastern Shrew","Sorex longirostris",NA
994,"Makande Squirrel Galago","Sciurocheirus makandensis",NA
995,"Tibetan Fox","Vulpes ferrilata","Sand Fox|Tibetan Sand Fox"
996,"Sharpe's Grysbok","Raphicerus sharpei","Northern Grysbok|Limpopo Grysbok"
997,"Andohahela Sportive Lemur","Lepilemur fleuretae","Fleurette's Sportive Lemur"
998,"Rüppell's Fox","Vulpes rueppellii","Sand Fox|Rüppell's Sand Fox"
999,"Gray-bellied Shrew-opossum","Caenolestes caniventer","Gray-bellied Caenolestid|Pale-bellied Shrew-opossum"
1000,"Hairy-nosed Otter","Lutra sumatrana",NA
1001,"Giant Fosa","Cryptoprocta spelea",NA
1002,"Rio Negro Bearded Saki","Chiropotes chiropotes","Bearded Saki|Red-backed Saki|Tawny-olive Bearded Saki"
1003,"Sharman's Rock Wallaby","Petrogale sharmani","Mt Claro Rock Wallaby"
1004,"Yellow-breasted Capuchin","Sapajus xanthosternos","Buff-headed Capuchin|Golden-bellied Capuchin|Smooth-headed Capuchin"
1005,"Golden Lion Tamarin","Leontopithecus rosalia",NA
1006,"Goliath White-toothed Shrew","Crocidura goliath","Goliath Shrew"
1007,"Chinese Mole Shrew","Anourosorex squamipes","Chinese Short-tailed Shrew|Sichuan Burrowing Shrew"
1008,"Bontebok","Damaliscus pygargus","Blesbok"
1009,"Preble's Shrew","Sorex preblei","Malheur Shrew"
1010,"Pinheiro's Slender Opossum","Marmosops pinheiroi",NA
1011,"Variegated Spider Monkey","Ateles hybridus","Brown Spider Monkey"
1012,"Steller Sea Lion","Eumetopias jubatus","Northern Sea Lion|Steller's Sea Lion|Loughlin's Northern Sea Lion|Western Steller Sea Lion"
1013,"South African Mouse Shrew","Myosorex varius","Forest Shrew"
1014,"False Killer Whale","Pseudorca crassidens","False Pilot Whale"
1015,"Javan Long-tailed White-toothed Shrew","Crocidura abscondita","Javan Long-tailed Shrew|Mysterious White-toothed Shrew"
1016,"Mole-like Rice Tenrec","Oryzorictes hova","Fossorial Tenrec|Hova Mole Tenrec|Hova Rice Tenrec"
1017,"Blainville's Beaked Whale","Mesoplodon densirostris","Cow-fish|Dense-beaked Whale|Tropical Beaked Whale"
1018,"Tamaraw","Bubalus mindorensis","Mindoro Dwarf Buffalo"
1019,"Hutu-Tutsi Dwarf Shrew","Suncus hututsi",NA
1020,"Somali Sengi","Galegeeska revoilii","Somali Elephant-shrew"
1021,"Mindanao Treeshrew","Tupaia everetti","Philippine Treeshrew"
1022,"White-lipped Deer","Cervus albirostris","Thorold's Deer"
1023,"Central Greater Glider","Petauroides armillatus",NA
1024,"Highland Streaked Tenrec","Hemicentetes nigriceps",NA
1025,"Hubbs's Beaked Whale","Mesoplodon carlhubbsi","Arch-beaked Whale"
1026,"Sijin Pika","Ochotona sikimaria",NA
1027,"Chacoan Peccary","Parachoerus wagneri","Giant Peccary"
1028,"Herola","Beatragus hunteri","Hirola|Hunter's Hartebeest"
1029,"White-spotted Chevrotain","Moschiola meminna",NA
1030,"Petter's Sportive Lemur","Lepilemur petteri",NA
1031,"Indochinese Short-tailed Shrew","Parablarinella griselda",NA
1032,"Franciscana","Pontoporia blainvillei","La Plata River Dolphin"
1033,"White-collared Titi","Cheracebus torquatus","Collared Titi|Collared Titi Monkey"
1034,"Eastern Aardwolf","Proteles septentrionalis","Aardwolf"
1035,"Yellow-footed Antechinus","Antechinus flavipes","Yellow-footed Marsupial Mouse|Mardo"
1036,"Hog Deer","Axis porcinus",NA
1037,"Greenwood's White-toothed Shrew","Crocidura greenwoodi","Greenwood's Shrew"
1038,"Montagne d'Ambre Fork-marked Lemur","Phaner electromontis","Amber Mountain Fork-marked Lemur"
1039,"Santa Barbara Broad-clawed Shrew","Cryptotis cavatorculus",NA
1040,"Hildegarde's White-toothed Shrew","Crocidura hildegardeae","Hildegarde's Shrew"
1041,"Hausa Genet","Genetta thierryi","Thierry's Genet|Villiers's Genet"
1042,"Hainan Crested Gibbon","Nomascus hainanus","Hainan Black Crested Gibbon|Hainan Black Gibbon|Hainan Gibbon"
1043,"Beringian Ermine","Mustela erminea","Stoat|Short-tailed Weasel"
1044,"Kirk's Dik-dik","Madoqua kirkii",NA
1045,"Atlantic Spotted Dolphin","Stenella frontalis","Bridled Dolphin|Cuvier's Porpoise|Spotted Porpoise"
1046,"Common Echymipera","Echymipera kalubu","Black-headed Bandicoot|Common Spiny Bandicoot|Kalubu Echymipera"
1047,"Common Patas Monkey","Erythrocebus patas","Hussar Monkey|Military Monkey|Red Guenon|Aïr Red Monkey|Aïr Patas Monkey|Eastern Patas Monkey|Dancing Red Patas Monkey|Southern Patas Monkey|Ikoma Patas Monkey|Western Patas Monkey|West African Red Monkey"
1048,"Southern Right Whale","Eubalaena australis",NA
1049,"Striped Treeshrew","Tupaia dorsalis",NA
1050,"Sichuan Brown-toothed Shrew","Episoriculus sacratus","Chinese Brown-toothed Shrew"
1051,"Hairy Long-nosed Armadillo","Dasypus pilosus","Woolly Armadillo"
1052,"Western Barred Bandicoot","Perameles bougainville","Little Marl|Marl|Saddle-backed Bandicoot|Shark Bay Striped Bandicoot|West Australian Striped Bandicoot|Zebra Rat"
1053,"Roan Antelope","Hippotragus equinus","Bastergemsbok|Gwanki|Korongo|Kwalataseta"
1054,"Short-finned Pilot Whale","Globicephala macrorhynchus","Pacific Pilot Whale|Southern Blackfish|Southern Pothead Whale"
1055,"Swift Fox","Vulpes velox",NA
1056,"Fat-tailed Dunnart","Sminthopsis crassicaudata","Fat-tailed Marsupial Mouse"
1057,"Stump-tailed Macaque","Macaca arctoides","Bear Macaque|Stumptail Macaque"
1058,"Chiapan Shrew","Sorex chiapensis",NA
1059,"Lake Baptista Titi","Plecturocebus baptista","Baptista Lake Titi|Baptista Lake Titi Monkey|Lago do Baptista Titi"
1060,"Gerp's Mouse Lemur","Microcebus gerpi",NA
1061,"Silver Pika","Ochotona argentata","Helan Shan Pika"
1062,"Small-toothed Forest Hedgehog","Mesechinus miodon","Miodont Forest Hedgehog"
1063,"Ma's Night Monkey","Aotus nancymai","Nancy Ma's Night Monkey|Nancy Ma's Owl Monkey"
1064,"Selous's Mongoose","Paracynictis selousi",NA
1065,"Shortridge's Langur","Trachypithecus shortridgei","Shortridge's Capped Langur"
1066,"Fraser's White-toothed Shrew","Crocidura poensis","Fraser's Shrew|Fraser's Musk Shrew"
1067,"Pale Shrew Tenrec","Microgale fotsifotsy","Pale-footed Shrew Tenrec"
1068,"Large Sloth Lemur","Palaeopropithecus ingens",NA
1069,"Grasse's White-toothed Shrew","Crocidura grassei","Grasse's Shrew"
1070,"Inyo Shrew","Sorex tenellus","Great Basin Dwarf Shrew"
1071,"Irrawaddy Dolphin","Orcaella brevirostris","Larger Indian Porpoise|Snubfin Dolphin"
1072,"Santa Marta Tapeti","Sylvilagus sanctaemartae",NA
1073,"Silky Cuscus","Phalanger sericeus",NA
1074,"Atlantic White-sided Dolphin","Leucopleurus acutus","Atlantic White-sided Porpoise|Jumper|Skunk Porpoise"
1075,"Midas Tamarin","Saguinus midas","Golden-handed Tamarin|Red-handed Tamarin|Yellow-handed Tamarin"
1076,"Owl-faced Monkey","Cercopithecus hamlyni","Hamlyn's Guenon|Hamlyn's Monkey|Owl-faced Guenon|Mount Kahuzi Owl-faced Monkey|Nose-stripe Owl-faced Monkey"
1077,"Enders's Small-eared Shrew","Cryptotis endersi","Enders's Shrew"
1078,"Humboldt's Night Monkey","Aotus trivirgatus","Douroucouli|Northern Gray-necked Owl Monkey|Northern Night Monkey|Three-striped Night Monkey|Three-striped Owl Monkey"
1079,"West African White-toothed Shrew","Crocidura muricauda","Mouse-tailed Shrew|West African Long-tailed Shrew"
1080,"Carmen Mountain Shrew","Sorex milleri","Miller's Shrew"
1081,"Roosevelt's White-toothed Shrew","Crocidura roosevelti","Roosevelts Shrew"
1082,"Southern Bottlenose Whale","Hyperoodon planifrons","Antarctic Bottlenose|Flatheaded Bottlenosed Whale|Flower's Bottle-nosed Whale|Pacific Beaked Whale"
1083,"Huangshan White-toothed Shrew","Crocidura huangshanensis","Dongjiangyuan White-toothed Shrew"
1084,"Somali Golden Mole","Huetia tytonis",NA
1085,"Bicolored White-toothed Shrew","Crocidura leucodon","Bicolored Shrew"
1086,"Coquerel's Giant Mouse Lemur","Mirza coquereli","Giant Mouse Lemur|Southern Giant Mouse Lemur"
1087,"Medog Mole","Alpiscaptulus medogensis",NA
1088,"Black-shouldered Opossum","Caluromysiops irruptus",NA
1089,"Fishing Cat","Prionailurus viverrinus",NA
1090,"Perrin's Beaked Whale","Mesoplodon perrini","California Beaked Whale"
1091,"Levant Mole","Talpa levantis","Levantine Mole"
1092,"Rice's Whale","Balaenoptera ricei","Gulf of Mexico Whale"
1093,"Mindoro Warty Pig","Sus oliveri",NA
1094,"Grauer's Large-headed Shrew","Paracrocidura graueri","Grauer's Shrew"
1095,"Southern Lesser Galago","Galago moholi","Mohol Galago|Moholi Bushbaby|Moholi Galago|South African Galago|South African Lesser Galago"
1096,"European Mole","Talpa europaea","Common Mole|Mole"
1097,"Ground Pangolin","Smutsia temminckii","Temminck's Pangolin|Cape Pangolin"
1098,"Southern Pudu","Pudu puda","Chilean Pudu"
1099,"Schlitter's Mole Shrew","Surdisorex schlitteri","Mount Elgon Mole Shrew"
1100,"Spix's Red-handed Howler","Alouatta discolor","Spix's Howler"
1101,"Southern Elongated White-toothed Shrew","Crocidura quasielongata",NA
1102,"Musky Rat Kangaroo","Hypsiprymnodon moschatus","Hypsi"
1103,"Balkan Mole","Talpa stankovici","Stankovic's Mole"
1104,"Peters's Duiker","Cephalophorus callipygus",NA
1105,"African Striped Weasel","Poecilogale albinucha",NA
1106,"Mountain Treeshrew","Tupaia montana",NA
1107,"Pygmy Brown-toothed Shrew","Chodsigoa parva","Pygmy Red-toothed Shrew"
1108,"Laxmann's Shrew","Sorex caecutiens","Masked Shrew"
1109,"Southern Tree Hyrax","Dendrohyrax arboreus","Tree Dassie"
1110,"Dibatag","Ammodorcas clarkei","Clarke's Gazelle"
1111,"Pitman's White-toothed Shrew","Crocidura pitmani","Pitman's Shrew"
1112,"Banded Palm Civet","Hemigalus derbyanus",NA
1113,"Black Colobus","Colobus satanas","Bioko Black Colobus|Gabon Black Colobus"
1114,"Eastern Woolly Lemur","Avahi laniger","Eastern Avahi|Gmelin's Woolly Lemur"
1115,"Pen-tailed Treeshrew","Ptilocercus lowii","Feather-tailed Treeshrew|Low's Treeshrew"
1116,"Pale Fork-marked Lemur","Phaner pallescens","Pale Fork-crowned Lemur|Western Fork-marked Lemur"
1117,"Western Pygmy Shrew","Sorex eximius",NA
1118,"Zombitse Sportive Lemur","Lepilemur hubbardi","Hubbard's Sportive Lemur"
1119,"Jenkins's White-toothed Shrew","Crocidura jenkinsi","Jenkin's Andaman Spiny Shrew|Jenkin's Shrew"
1120,"Rwenzori Otter-shrew","Micropotamogale ruwenzorii",NA
1121,"Northern Three-striped Opossum","Monodelphis americana","Three-striped Short-tailed Opossum"
1122,"Peruvian Opossum","Gracilinanus peruanus",NA
1123,"Golden-backed Squirrel Monkey","Saimiri ustus","Bare-eared Squirrel Monkey|Geoffroy's Squirrel Monkey|Short-tailed Squirrel Monkey"
1124,"Phayre's Langur","Trachypithecus phayrei","Phayre's Leaf Monkey|Phayre's Leaf-monkey|Shan States Langur"
1125,"Bay Duiker","Cephalophus dorsalis","Western Black-backed Duiker|Eastern Black-backed Duiker|Eastern Bay Duiker|Western Bay Duiker"
1126,"Yunnan Snub-nosed Monkey","Rhinopithecus bieti","Black Snub-nosed Monkey"
1127,"Narwhal","Monodon monoceros","Horned Whale|Sea Unicorn|Unicorn Whale"
1128,"White-striped Forest Wallaby","Dorcopsis hageni","Greater Forest Wallaby|Northern Forest Wallaby|White-striped Dorcopsis"
1129,"Pacific Shrew","Sorex pacificus",NA
1130,"Congo White-toothed Shrew","Crocidura congobelgica","Congo Shrew|Congo White-toothed Swamp Shrew"
1131,"Munduruku Marmoset","Mico munduruku",NA
1132,"Pichi","Zaedyus pichiy","Dwarf Armadillo"
1133,"Indian Hedgehog","Paraechinus micropus","Indian Desert Hedgehog|Pale Hedgehog"
1134,"Huon Tree Kangaroo","Dendrolagus matschiei","Matschie's Tree Kangaroo"
1135,"Bengal Slow Loris","Nycticebus bengalensis","Ashy Slow Loris|Northern Slow Loris"
1136,"New Guinea Glider","Petaurus papuanus",NA
1137,"Pennant's Red Colobus","Piliocolobus pennantii","Bioko Red Colobus"
1138,"Cruz's Long-tailed Shrew","Sorex cruzi",NA
1139,"New Zealand Sea Lion","Phocarctos hookeri","Hooker's Sea Lion|Hooker's Sealion|New Zealand Sealion"
1140,"Bennett's Tree Kangaroo","Dendrolagus bennettianus","Dusky Tree Kangaroo|Tree-wallaby"
1141,"Kozlov's Pika","Ochotona koslowi","Koslov's Pika"
1142,"Sunda Pangolin","Manis javanica","Malayan Pangolin"
1143,"Bush Dog","Speothos venaticus","Vinegar Dog|Savannah Dog"
1144,"Iberian Water Shrew","Neomys anomalus","Mediterranean Water Shrew|Miller's Water Shrew|Southern Water Shrew"
1145,"Merida Small-eared Shrew","Cryptotis meridensis","Cloud Forest Shrew|Merida Shrew"
1146,"Tsessebe","Damaliscus lunatus","Sassaby|Basterhartebeest|Topi|Serengeti Topi|Ruaha Topi|Common Tsessebe|Bangweulu Tsessebe|Tiang|Korrigum|Coastal Topi|Uganda Topi"
1147,"Flat-headed Pika","Ochotona flatcalvariam",NA
1148,"Caribou","Rangifer tarandus","Reindeer"
1149,"Sei Whale","Balaenoptera borealis","Coalfish Whale|Northern Rorqual|Pollack Whale|Rudophi's Rorqual|Northern Sei Whale|Southern Sei Whale"
1150,"Talysch Mole","Talpa talyschensis",NA
1151,"Bornean Water Shrew","Chimarrogale phaeura","Borneo Water Shrew|Sunda Water Shrew"
1152,"Tanzania Coast Dwarf Galago","Paragalago zanzibaricus","Matundu Dwarf Galago|Zanzibar Bushbaby|Zanzibar Galago|Udzungwa Dwarf Galago|Zanzibar Dwarf Galago"
1153,"Yellow-bellied Weasel","Mustela kathiah",NA
1154,"Papuan Bandicoot","Microperoryctes papuensis",NA
1155,"Trowbridge's Shrew","Sorex trowbridgii",NA
1156,"Johnston's Forest Shrew","Sylvisorex johnstoni","Johnston's Shrew|Johnston's Pygmy Shrew|Pygmy Forest Shrew"
1157,"Persian Fallow Deer","Dama mesopotamica","Mesopotamian Fallow Deer"
1158,"Sepia Short-tailed Opossum","Monodelphis adusta","Andean Short-tailed Opossum|Cloudy Short-tailed Opossum"
1159,"Australian Spotted Cuscus","Spilocuscus nudicaudatus",NA
1160,"Guianan Bearded Saki","Chiropotes sagulatus","Northern Bearded Saki Monkey|Reddish-brown Bearded Saki"
1161,"Brown Forest Wallaby","Dorcopsis muelleri","Brown Dorcopsis|Western Forest Wallaby"
1162,"Omura's Whale","Balaenoptera omurai","Pygmy Bryde's Whale"
1163,"Hooded Seal","Cystophora cristata","Bladdernose Seal|Crested Seal"
1164,"Sahafary Sportive Lemur","Lepilemur septentrionalis","Northern Sportive Lemur|Northern Weasel Lemur"
